488b9424d80000004c89ee4889df,79.4265
8078101d4889c3,54.3425
904c89e74983c420,91.8691
41807f1017,47.5398
41554989f54154554889fd534881eca8000000488d5c2410c744241800000000c744241c20000000488d43104889da4889442410488b07,476.7411
498b4e084d8b4610488d542410498d7e404889ee,129.2073
488b7c24704c39ff,55.8298
418b0f8d51ff85d2,81.5075
4c8b7130,47.8522
483b5c2438,47.6669
488d0c49488d0ccf4839c8,86.5894
ffcf53,119.7567
83f8206690,56.0439
49837d50004c8b0424488b4c2408,154.5870
478b5484184d89d349c1eb1e4c39d9,109.7218
418b44240441854608,99.9489
418b9ef0720000,47.8669
4889c84c39e04989c7,83.3811
488b7b488b7424600fb6d0,100.4863
448b531031c9488b7b084585d2,111.0867
488b85c0fbffff488b40184885c0,101.6434
4d8b68084c8b5910498b6d184929f348834500014a896cd818488b7b08f687ab00000020,366.3033
83eb014585c089d8895c24304d8d64c500,150.7117
4489e84c8b542410488d14c50000000048c1e0054829d04901c241833a02,204.2112
488b442470488bbc24a00000004839f8480f4d842480000000488bbc249800000048894424604883c001488d14c50000000048894424704889f84801d04c8b6417f84889442448488b004889c24c29e24883c2014989d649c1ee3f4901d649d1fe4c39e0,476.3818
488b8c24d0000000483b8c24d80000004889842490000000,123.0659
554889fd534883ec18488b9f10010000c7873001000000000000c787c800000000000000c787d800000000000000c787f800000000000000c78718010000000000004885db48c7872001000000000000c7870801000000000000,477.1617
488d7d0831d24c89e6,84.3374
488b0a443b7918,101.4252
488b4710488910b801000000,102.2509
8b7d144189f949c1e1034a8d34084839f0,128.5524
488b46100fb700663d591d,101.9690
80fa0b,28.0780
4d85db490f45f3662e0f1f84000000000048890e48897e08488b4a1048894e10834308014883c2184939d1,392.5037
488db42410020000448d68ff4c8d8424800000004189c131db4531db488d8ea80000004989e4bd04000000,236.7350
c78424b00200000000000031c0c644241000488b9424a80200004801d04839c24889442440,278.1729
488dac24a0020000ba40000000488d4510,87.3571
4180bfa700000000,47.5398
488d8424300200004d89fc48c78424780100000000000048c78424600100000000000048c7842480010000000000004989f648898424a8000000488d84241002000048c784247001000000000000c78424900000000000000048898424d0000000498d87a80200004989d748898424c0000000488d8424f001000048898424d80000000f1f008b9c2490000000488d2c5b48c1e5024889e848038424b00200008b1083faff,476.7004
4c89e2bf01000000,57.2705
488b5028450b6e18488b4c24084889d648d1fa4883e6f883e2030b56184139d5480f42d84839cb,291.7581
