486344243441c7471c000000004c89eb41c7472000000000488944243890488b6c24104829dd83fd03,308.0
554889e54154534989fc4883ec30,1603.0
488b681889e84531e44839c5,604.0
4c8dad70fcffff498d45104c89ef48898570fcffff,105.0
48b8fffffffffffffd7f4839c30f9fc24939c40f9fc038c2,205.0
418b5338410fb673174d89d9488d3c5289ca488d145248c1e70348c1e2034929d131d283e640,282.0
8b4308c704240b0000003b430cc744240400000000,208.0
5589f5534889fb4883ec08488b3f4885ff,1103.0
498b4508418b5424104885c0,108.0
488d9424f00000004d89e048c74424100000000048c7442408000000004d89e9b90e000000488914244889c6ba360000004889ef,303.0
4c39e048898518ffffff,103.0
4889d1488b4424084885c9488d501048899424d0000000,134.0
53bf580300004883ec10,603.0
89c631d24889ef488d441e0748f7f64889c1480fafce,2707.0
4839c74889442408,103.0
488b6f08ba04000000be00601801488d7d41,603.0
488b442418488b908000000089e80342204c8b5208488d0480498d04c280781500,296.0
48c74508000000004883c5104983c5104939ef,104.0
8bb424c0000000488d34f04839ce,84.0
488bbd00fdffff4983c6104c39f7,104.0
4885c08b5424104c8b442408448b5424184c8b5c2420,207.0
4885dbc4c17a1021c4c17a106904,108.0
418b4514498b5df825ffffff0f488d04404c8d24c3,134.0
0f1f4000c4e27d18442430c5dc59e0c4c17c11274983c7206666662e0f1f84000000000049f7c504000000,511.0
ba4800000031f6488b38,82.0
668378101541bd02000000,108.0
488dbda00500004c89e6,70.0
c5ea5fd4c5f82ed0,306.0
c5fa100a4983c008c5fa1042044889eac4c17a1148f8c4c17a1140fcf64424e801,258.0
4c8b042431c989c24889ee4c89c7,132.0
488d8c24540200004183ec014a8d04a1,104.0
4883c5184883c3184939ee,104.0
0fb6430884c0,58.0
8b4308488b134889ee8d4801488dbcc218010000894b08,158.0
0fb68424780100004889de4c89f7c784247001000030000000c78424740100000000000083c80183e0fd88842478010000488b84247801000083e0034c09f84889842478010000,409.0
6690488b0a4885c9,83.0
488984248000000048899424880000004889038b842488000000894308,405.0
49b8daffffffffffff7f4c39c3,71.0
0f1f840000000000483b7c2410,108.0
488b5424584531c04c89ee4c89ff41889f3d0b00004c89ac24f0000000,208.0
498b8690000000488d95e0feffff4889d14883c210488995e0feffff488b304889cf48898db0fdffff4889f248035008,316.0
4889dfbe206f9300,70.0
488b7c2418ba20000000,57.0
488b5520,57.0
488b8510ffffff488d65d85b415c415d415e415f5d,3703.0
488b53084c8b4c245889c14c8b84249800000044892c244c89fe4c89f7,207.0
488d4c24304c89ea4889de4c89e748c744243000000000,137.0
488dbc2490000000be0100000089842490000000,103.0
4889dabe40305d0031c031db,103.0
83f80119c083e003,403.0
488b442430488b4c24204d89e1488b54241848c74338000000004d89e84c897424084c89fe4889df48890424,309.0
4b8d142c4c89e64889df,103.0
4c8b48084d85c9,58.0
66900fb60a83c0014883c201440fb6c141f680a0e34f0004,212.0
31d24489e64c89ef,78.0
